"ref_num","category"
"TN-010201","Outpatient Hospital Clinics"
"TN-010202","Outpatient Hospital Clinics"
"TN-010203","Outpatient Hospital Clinics"
"TN-010204","Inpatient Hospitals (other than children's hospitals)"
"TN-010205","Inpatient Hospitals (other than children's hospitals)"
"TN-010206","Federally Qualified Health Centers - Medical Services"
"TN-010207","Federally Qualified Health Centers - Medical Services"
"TN-010208","Children's Hospitals (inpatient only)"
"TN-010209","Outpatient Hospital Clinics"
"TN-010210","Outpatient Hospital Clinics"
"TN-010211","Outpatient Hospital Clinics"
"TN-010212","Federally Qualified Health Centers - Medical Services"
"TN-010213","Outpatient Hospital Clinics"
"TN-010214","Outpatient Hospital Clinics"
"TN-010215","Federally Qualified Health Centers - Medical Services"
"TN-010216","Federally Qualified Health Centers - Medical Services"
"TN-010217","Outpatient Hospital Clinics"
"TN-010218","Family Planning Providers"
"TN-010218","Ryan White Providers"
"TN-010218","Sexually Transmitted Disease Clinics"
"TN-010219","Ryan White Providers"
"TN-010220","Federally Qualified Health Centers - Medical Services"
"TN-010221","Federally Qualified Health Centers - Medical Services"
"TN-010222","Federally Qualified Health Centers - Medical Services"
"TN-010223","Dental Providers"
"TN-010223","Federally Qualified Health Centers - Medical Services"
"TN-010224","Outpatient Hospital Clinics"
"TN-010225","Dental Providers"
"TN-010225","Federally Qualified Health Centers - Medical Services"
"TN-010226","Community Mental Health Centers"
"TN-010226","Federally Qualified Health Centers - Medical Services"
"TN-010226","Ryan White Providers"
"TN-010227","Federally Qualified Health Centers - Medical Services"
"TN-010228","Community Mental Health Centers"
"TN-010228","Ryan White Providers"
"TN-010229","Federally Qualified Health Centers - Medical Services"
"TN-010230","Community Mental Health Centers"
"TN-010230","Federally Qualified Health Centers - Medical Services"
"TN-010230","Ryan White Providers"
"TN-010231","Dental Providers"
"TN-010231","Family Planning Providers"
"TN-010231","Ryan White Providers"
"TN-010231","Sexually Transmitted Disease Clinics"
"TN-010231","Tuberculosis Clinics"
"TN-010232","Inpatient Hospitals (other than children's hospitals)"
"TN-010233","Other ECP Providers"
"TN-010234","Federally Qualified Health Centers - Dental Services"
"TN-010234","Federally Qualified Health Centers - Medical Services"
"TN-010235","Family Planning Providers"
"TN-010235","Rural Health Clinics"
"TN-010235","Ryan White Providers"
"TN-010235","Sexually Transmitted Disease Clinics"
"TN-010235","Tuberculosis Clinics"
"TN-010236","Federally Qualified Health Centers - Medical Services"
"TN-010237","Rural Health Clinics"
"TN-010238","Rural Health Clinics"
"TN-010239","Rural Health Clinics"
"TN-010240","Rural Health Clinics"
"TN-010241","Federally Qualified Health Centers - Medical Services"
"TN-010241","Rural Health Clinics"
"TN-010242","Inpatient Hospitals (other than children's hospitals)"
"TN-010243","Family Planning Providers"
"TN-010243","Rural Health Clinics"
"TN-010243","Ryan White Providers"
"TN-010243","Sexually Transmitted Disease Clinics"
"TN-010243","Tuberculosis Clinics"
"TN-010244","Community Mental Health Centers"
"TN-010244","Ryan White Providers"
"TN-010245","Inpatient Hospitals (other than children's hospitals)"
"TN-010246","Rural Health Clinics"
"TN-010247","Rural Health Clinics"
"TN-010248","Federally Qualified Health Centers - Medical Services"
"TN-010249","Other ECP Providers"
"TN-010250","Rural Health Clinics"
"TN-010251","Federally Qualified Health Centers - Medical Services"
"TN-010252","Inpatient Hospitals (other than children's hospitals)"
"TN-010253","Rural Health Clinics"
"TN-010254","Family Planning Providers"
"TN-010254","Rural Health Clinics"
"TN-010254","Ryan White Providers"
"TN-010254","Sexually Transmitted Disease Clinics"
"TN-010254","Tuberculosis Clinics"
"TN-012408","Other ECP Providers"
"TN-010255","Rural Health Clinics"
"TN-010256","Rural Health Clinics"
"TN-010257","Federally Qualified Health Centers - Medical Services"
"TN-010258","Federally Qualified Health Centers - Medical Services"
"TN-010259","Dental Providers"
"TN-010259","Family Planning Providers"
"TN-010259","Ryan White Providers"
"TN-010259","Sexually Transmitted Disease Clinics"
"TN-010259","Tuberculosis Clinics"
"TN-010260","Dental Providers"
"TN-010260","Family Planning Providers"
"TN-010260","Federally Qualified Health Centers - Medical Services"
"TN-010260","Ryan White Providers"
"TN-010260","Sexually Transmitted Disease Clinics"
"TN-010260","Tuberculosis Clinics"
"TN-010261","Federally Qualified Health Centers - Medical Services"
"TN-010262","Federally Qualified Health Centers - Medical Services"
"TN-010263","Rural Health Clinics"
"TN-010264","Family Planning Providers"
"TN-010264","Ryan White Providers"
"TN-010264","Sexually Transmitted Disease Clinics"
"TN-010264","Tuberculosis Clinics"
"TN-010265","Federally Qualified Health Centers - Medical Services"
"TN-010266","Federally Qualified Health Centers - Medical Services"
"TN-010267","Federally Qualified Health Centers - Medical Services"
"TN-010268","Family Planning Providers"
"TN-010268","Rural Health Clinics"
"TN-010268","Ryan White Providers"
"TN-010268","Sexually Transmitted Disease Clinics"
"TN-010268","Tuberculosis Clinics"
"TN-010269","Federally Qualified Health Centers - Medical Services"
"TN-010270","Federally Qualified Health Centers - Medical Services"
"TN-010271","Other ECP Providers"
"TN-010271","Rural Health Clinics"
"TN-010272","Rural Health Clinics"
"TN-010273","Family Planning Providers"
"TN-010273","Rural Health Clinics"
"TN-010273","Ryan White Providers"
"TN-010273","Sexually Transmitted Disease Clinics"
"TN-010273","Tuberculosis Clinics"
"TN-010274","Dental Providers"
"TN-010274","Family Planning Providers"
"TN-010274","Ryan White Providers"
"TN-010274","Sexually Transmitted Disease Clinics"
"TN-010274","Tuberculosis Clinics"
"TN-010275","Inpatient Hospitals (other than children's hospitals)"
"TN-010276","Community Mental Health Centers"
"TN-010276","Federally Qualified Health Centers - Medical Services"
"TN-010276","Ryan White Providers"
"TN-010277","Rural Health Clinics"
"TN-010278","Rural Health Clinics"
"TN-010279","Rural Health Clinics"
"TN-010280","Family Planning Providers"
"TN-010280","Federally Qualified Health Centers - Medical Services"
"TN-010280","Sexually Transmitted Disease Clinics"
"TN-010280","Tuberculosis Clinics"
"TN-010281","Federally Qualified Health Centers - Medical Services"
"TN-010282","Family Planning Providers"
"TN-010282","Federally Qualified Health Centers - Medical Services"
"TN-010283","Family Planning Providers"
"TN-010283","Federally Qualified Health Centers - Medical Services"
"TN-010283","Ryan White Providers"
"TN-010283","Sexually Transmitted Disease Clinics"
"TN-010283","Tuberculosis Clinics"
"TN-010284","Dental Providers"
"TN-010284","Federally Qualified Health Centers - Medical Services"
"TN-010285","Dental Providers"
"TN-010285","Family Planning Providers"
"TN-010285","Rural Health Clinics"
"TN-010285","Ryan White Providers"
"TN-010285","Sexually Transmitted Disease Clinics"
"TN-010286","Dental Providers"
"TN-010286","Family Planning Providers"
"TN-010286","Federally Qualified Health Centers - Medical Services"
"TN-010286","Sexually Transmitted Disease Clinics"
"TN-010286","Tuberculosis Clinics"
"TN-010287","Dental Providers"
"TN-010287","Family Planning Providers"
"TN-010287","Sexually Transmitted Disease Clinics"
"TN-010287","Tuberculosis Clinics"
"TN-010288","Rural Health Clinics"
"TN-010289","Outpatient Hospital Clinics"
"TN-010290","Outpatient Hospital Clinics"
"TN-010291","Dental Providers"
"TN-010291","Family Planning Providers"
"TN-010291","Rural Health Clinics"
"TN-010291","Ryan White Providers"
"TN-010291","Sexually Transmitted Disease Clinics"
"TN-010291","Tuberculosis Clinics"
"TN-010292","Federally Qualified Health Centers - Medical Services"
"TN-010293","Inpatient Hospitals (other than children's hospitals)"
"TN-010294","Federally Qualified Health Centers - Medical Services"
"TN-010295","Community Mental Health Centers"
"TN-010295","Dental Providers"
"TN-010295","Federally Qualified Health Centers - Dental Services"
"TN-010295","Federally Qualified Health Centers - Medical Services"
"TN-010295","Ryan White Providers"
"TN-010296","Family Planning Providers"
"TN-010296","Ryan White Providers"
"TN-010296","Sexually Transmitted Disease Clinics"
"TN-010296","Tuberculosis Clinics"
"TN-010297","Federally Qualified Health Centers - Medical Services"
"TN-010298","Federally Qualified Health Centers - Medical Services"
"TN-010299","Federally Qualified Health Centers - Medical Services"
"TN-010300","Federally Qualified Health Centers - Medical Services"
"TN-010301","Federally Qualified Health Centers - Medical Services"
"TN-010302","Federally Qualified Health Centers - Medical Services"
"TN-010303","Federally Qualified Health Centers - Medical Services"
"TN-010304","Dental Providers"
"TN-010304","Family Planning Providers"
"TN-010304","Federally Qualified Health Centers - Medical Services"
"TN-010304","Rural Health Clinics"
"TN-010304","Ryan White Providers"
"TN-010304","Sexually Transmitted Disease Clinics"
"TN-010304","Tuberculosis Clinics"
"TN-010305","Other ECP Providers"
"TN-010306","Family Planning Providers"
"TN-010306","Federally Qualified Health Centers - Medical Services"
"TN-010306","Rural Health Clinics"
"TN-010306","Ryan White Providers"
"TN-010306","Sexually Transmitted Disease Clinics"
"TN-010308","Family Planning Providers"
"TN-010308","Rural Health Clinics"
"TN-010308","Ryan White Providers"
"TN-010308","Sexually Transmitted Disease Clinics"
"TN-010308","Tuberculosis Clinics"
"TN-010309","Rural Health Clinics"
"TN-010310","Rural Health Clinics"
"TN-010311","Rural Health Clinics"
"TN-010312","Rural Health Clinics"
"TN-010313","Rural Health Clinics"
"TN-010314","Federally Qualified Health Centers - Medical Services"
"TN-010315","Federally Qualified Health Centers - Medical Services"
"TN-010316","Federally Qualified Health Centers - Medical Services"
"TN-010317","Family Planning Providers"
"TN-010317","Ryan White Providers"
"TN-010317","Sexually Transmitted Disease Clinics"
"TN-010317","Tuberculosis Clinics"
"TN-010318","Rural Health Clinics"
"TN-010319","Community Mental Health Centers"
"TN-010319","Family Planning Providers"
"TN-010319","Federally Qualified Health Centers - Medical Services"
"TN-010320","Rural Health Clinics"
"TN-010321","Community Mental Health Centers"
"TN-010321","Federally Qualified Health Centers - Medical Services"
"TN-010321","Ryan White Providers"
"TN-010322","Rural Health Clinics"
"TN-010323","Family Planning Providers"
"TN-010323","Rural Health Clinics"
"TN-010323","Ryan White Providers"
"TN-010323","Sexually Transmitted Disease Clinics"
"TN-010323","Tuberculosis Clinics"
"TN-010324","Rural Health Clinics"
"TN-010325","Federally Qualified Health Centers - Medical Services"
"TN-010326","Family Planning Providers"
"TN-010326","Rural Health Clinics"
"TN-010326","Ryan White Providers"
"TN-010326","Sexually Transmitted Disease Clinics"
"TN-010326","Tuberculosis Clinics"
"TN-010327","Federally Qualified Health Centers - Medical Services"
"TN-010328","Dental Providers"
"TN-010328","Family Planning Providers"
"TN-010328","Federally Qualified Health Centers - Medical Services"
"TN-010328","Sexually Transmitted Disease Clinics"
"TN-010328","Tuberculosis Clinics"
"TX-010329","Federally Qualified Health Centers - Medical Services"
"TX-010330","Inpatient Hospitals (other than children's hospitals)"
"TX-010331","Ryan White Providers"
"TX-010332","Family Planning Providers"
"TX-010332","Sexually Transmitted Disease Clinics"
"TX-010333","Community Mental Health Centers"
"TX-010333","Dental Providers"
"TX-010333","Family Planning Providers"
"TX-010333","Federally Qualified Health Centers - Medical Services"
"TX-010334","Federally Qualified Health Centers - Medical Services"
"TX-010335","Dental Providers"
"TX-010335","Family Planning Providers"
"TX-010335","Federally Qualified Health Centers - Medical Services"
"TX-010336","Federally Qualified Health Centers - Medical Services"
"TX-012368","Rural Health Clinics"
"TX-010337","Dental Providers"
"TX-010337","Federally Qualified Health Centers - Medical Services"
"TX-010338","Federally Qualified Health Centers - Medical Services"
"TX-010339","Family Planning Providers"
"TX-010340","Federally Qualified Health Centers - Medical Services"
"TX-010341","Federally Qualified Health Centers - Medical Services"
"TX-010342","Dental Providers"
"TX-010342","Federally Qualified Health Centers - Medical Services"
"TX-010343","Dental Providers"
"TX-010343","Federally Qualified Health Centers - Medical Services"
"TX-010344","Sexually Transmitted Disease Clinics"
"TX-010345","Family Planning Providers"
"TX-010345","Sexually Transmitted Disease Clinics"
"TX-010346","Other ECP Providers"
"TX-010347","Ryan White Providers"
"TX-010348","Rural Health Clinics"
"TX-010349","Federally Qualified Health Centers - Medical Services"
"TX-010350","Federally Qualified Health Centers - Medical Services"
"TX-010351","Federally Qualified Health Centers - Medical Services"
"TX-010352","Dental Providers"
"TX-010352","Family Planning Providers"
