state,report_years,years_max,base_population,geo_unit,geography,category,subcategory,measure_group,measure_value,indicator,estimate,lower_CI,upper_CI
Florida,2016-2017,2017,grade 3,state,Florida,race / ethnicity,Non-Hispanic Black,treatment need,urgent,treatment need: urgent,4.4,2.1,6.7
North Dakota,2009-2010,2010,grade 3,state,North Dakota,frequency of milk consumption,does not drink milk every day,treatment need,urgent,treatment need: urgent,4.1,1.4,6.7
Wisconsin,2015,2015,grade 9,state,Wisconsin,age,age 15,caries,rampant,rampant caries,4,1.3,6.7
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,female,treatment need,urgent,treatment need: urgent,3.2,0,6.7
Nevada,2004,2004,Head Start,state,Nevada,age,age 5,treatment need,urgent,treatment need: urgent,5.1,3.6,6.6
Florida,2013-2014,2014,grade 3,state,Florida,school percent participation in school lunch program,50 - 74%,treatment need,urgent,treatment need: urgent,4.8,3.1,6.6
Wisconsin,2015,2015,grade 9,state,Wisconsin,race / ethnicity,Non-Hispanic Black,caries,rampant,rampant caries,4.2,1.8,6.6
Wisconsin,2015,2015,grade 9,state,Wisconsin,gender,female,caries,rampant,rampant caries,4,1.4,6.6
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,75% +,treatment need,urgent,treatment need: urgent,3.9,1.2,6.6
South Dakota,2010,2010,grade 3,state,South Dakota,dental insurance,private dental insurance,treatment need,urgent,treatment need: urgent,3.6,0.5,6.6
Nevada,2004,2004,Head Start,state,Nevada,age,age 4,treatment need,urgent,treatment need: urgent,5.3,4.1,6.5
Michigan,2017-2018,2018,Head Start,state,Michigan,gender,female,treatment need,urgent,treatment need: urgent,4.9,3.2,6.5
Connecticut,2017,2017,Kindergarten,state,Connecticut,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,4.1,1.6,6.5
Florida,2013-2014,2014,grade 3,state,Florida,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3.9,1.3,6.5
Florida,2016-2017,2017,grade 3,state,Florida,school percent participation in school lunch program,< 25%,treatment need,early,treatment need: early,2.4,0,6.5
Nevada,2007,2007,Head Start,state,Nevada,insurance,no dental insurance,treatment need,urgent,treatment need: urgent,4.6,2.79,6.41
Rhode Island,2012,2012,Head Start,state,Rhode Island,age,age 4,treatment need,urgent,treatment need: urgent,5.2,4.1,6.4
Iowa,2019,2019,WIC,state,Iowa,age,age 2,caries,untreated,untreated caries,5.1,3.8,6.4
Illinois,2018-2019,2019,grade 3,state,Illinois,child school lunch program enrollment or eligibility,eligible,treatment need,urgent,treatment need: urgent,5.6,3.9,7.2
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,Native American,caries,any history,caries experience,4.7,3,6.4
Florida,2016-2017,2017,grade 3,state,Florida,age,age 10 - 11,treatment need,urgent,treatment need: urgent,2.9,0,6.4
Nevada,2007,2007,Head Start,state,Nevada,race / ethnicity,multiple or other,treatment need,urgent,treatment need: urgent,3,0,6.31
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,all,total,caries,rampant,rampant caries,5.1,3.8,6.3
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race,White,treatment need,urgent,treatment need: urgent,4.9,3.4,6.3
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,Native American,treatment need,early,treatment need: early,4.7,3.1,6.3
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,race / ethnicity,minority,treatment need,urgent,treatment need: urgent,4.6,2.9,6.3
Michigan,2017-2018,2018,Head Start,state,Michigan,race / ethnicity,White non-Hispanic,treatment need,urgent,treatment need: urgent,4.1,2,6.3
Michigan,2017-2018,2018,Head Start,state,Michigan,language spoken at home,other,dental sealants,present,dental sealants,3.0,0,6.3
Vermont,2013-2014,2014,grade K + 3,state,Vermont,gender,male,treatment need,urgent,treatment need: urgent,2.8,0,6.3
Iowa,2019,2019,WIC,state,Iowa,race / ethnicity,Non-Hispanic White,caries,untreated,untreated caries,5.3,4.4,6.2
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,all,total,caries,rampant,rampant caries,5,3.7,6.2
Rhode Island,2010-2011,2011,grade 3,state,Rhode Island,school percent participation in school lunch program,high proportion,treatment need,urgent,treatment need: urgent,4.5,2.7,6.2
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race / ethnicity + school lunch status,Black no frl,treatment need,urgent,treatment need: urgent,2.6,0,6.2
Colorado,2011-2012,2012,Kindergarten,state,Colorado,race / ethnicity,multiple,treatment need,urgent,treatment need: urgent,2.1,0,6.2
Rhode Island,2012,2012,Head Start,state,Rhode Island,all,total,treatment need,urgent,treatment need: urgent,5.2,4.3,6.1
Michigan,2017-2018,2018,Head Start,state,Michigan,all,total,treatment need,urgent,treatment need: urgent,4.7,3.3,6.1
Michigan,2017-2018,2018,Head Start,state,Michigan,gender,male,treatment need,urgent,treatment need: urgent,4.3,2.5,6.1
North Dakota,2009-2010,2010,grade 3,state,North Dakota,school percent participation in school lunch program,> 50%,treatment need,urgent,treatment need: urgent,4.1,2,6.1
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,4 + times per day,treatment need,urgent,treatment need: urgent,3.3,1.6,5
Illinois,2018-2019,2019,grade 3,state,Illinois,gender,female,treatment need,early or urgent,treatment need: early or urgent,4.8,3.1,6.4
Michigan,2017-2018,2018,Head Start,state,Michigan,age,age 4,treatment need,urgent,treatment need: urgent,4.2,2.4,6
Kentucky,2016,2016,grade 3 + 6,state,Kentucky,child school lunch program enrollment or eligibility,not eligible,treatment need,urgent,treatment need: urgent,4,2,6
Nevada,2003,2003,grade 3,state,Nevada,time since last dental visit,within last year,treatment need,urgent,treatment need: urgent,3.9,1.8,6
Florida,2016-2017,2017,grade 3,state,Florida,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3.3,0.6,6
Florida,2016-2017,2017,grade 3,state,Florida,age,age 9,caries,untreated,untreated caries,3.6,1.3,5.9
Michigan,2017-2018,2018,Head Start,state,Michigan,age,age 3,treatment need,urgent,treatment need: urgent,3.6,1.2,5.9
Vermont,2013-2014,2014,Kindergarten,state,Vermont,all,total,treatment need,urgent,treatment need: urgent,2.5,0,5.9
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,3 times per day,caries,rampant,rampant caries,2.4,0,5.9
Mississippi,2009-2010,2010,grade 3,state,Mississippi,all,total,treatment need,urgent,treatment need: urgent,4.8,3.8,5.8
Michigan,2017-2018,2018,Head Start,state,Michigan,race / ethnicity,Black non-Hispanic,treatment need,urgent,treatment need: urgent,4.3,2.8,5.8
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,1 time per day,caries,rampant,rampant caries,3.6,1.3,5.8
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,participates ,treatment need,urgent,treatment need: urgent,3.3,0.8,5.8
Maine,2019,2019,Kindergarten,state,Maine,gender,male,dental sealants,present,dental sealants,2.8,0,5.8
Rhode Island,2012,2012,Head Start,state,Rhode Island,race / ethnicity,Non-Hispanic White,treatment need,urgent,treatment need: urgent,4.3,2.9,5.7
Rhode Island,2012,2012,Head Start,state,Rhode Island,age,age 3,treatment need,urgent,treatment need: urgent,4.2,2.7,5.7
Maine,2015,2015,grade K + 3,state,Maine,all,total,treatment need,early or urgent,treatment need: early or urgent,3.4,1.1,5.7
Washington,2005,2005,grade 3,state,Washington,race / ethnicity,Black,treatment need,urgent,treatment need: urgent,3.3,0.9,5.7
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic White,caries,any history,caries experience,2.6,0,5.7
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic White,caries,untreated,untreated caries,2.6,0,5.7
Michigan,2017-2018,2018,Head Start,state,Michigan,language spoken at home,english,treatment need,urgent,treatment need: urgent,4.4,3.2,5.6
Iowa,2019,2019,WIC,state,Iowa,race / ethnicity,Non-Hispanic Other,caries,untreated,untreated caries,3.7,1.7,5.6
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,school percent participation in school lunch program,middle proportion,caries,rampant,rampant caries,3.4,1.2,5.6
Wisconsin,2015,2015,grade 9,state,Wisconsin,all,total,caries,rampant,rampant caries,3.3,1,5.6
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,private ,treatment need,urgent,treatment need: urgent,3.2,0.8,5.6
Connecticut,2017,2017,grade 3,state,Connecticut,school percent participation in school lunch program,50 - 74%,treatment need,urgent,treatment need: urgent,3.2,0.8,5.6
Colorado,2011-2012,2012,Kindergarten,state,Colorado,school percent participation in school lunch program,> 75%,treatment need,urgent,treatment need: urgent,3.1,0.6,5.6
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,4 or more times per day,caries,rampant,rampant caries,1.9,0,5.6
Idaho,2000-2001,2001,grade 3,state,Idaho,all,total,treatment need,urgent,treatment need: urgent,5.4,4.2,5.5
Nevada,2004,2004,Head Start,state,Nevada,dental insurance,yes,treatment need,urgent,treatment need: urgent,4.5,3.5,5.5
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity + school lunch status,Non-Hispanic White yes frl,treatment need,urgent,treatment need: urgent,3.7,1.9,5.5
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,no ssb in 7 days,treatment need,early or urgent,treatment need: early or urgent,15.4,11.7,19.1
Illinois,2013-2014,2014,grade 3,state,Illinois,dental insurance,yes,caries,rampant,rampant caries,4.2,3.2,5.4
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,50% +,treatment need,urgent,treatment need: urgent,3.6,1.9,5.4
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,< 50%,treatment need,urgent,treatment need: urgent,3,0.6,5.4
Florida,2014-2015,2015,Head Start,state,Florida,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,2.8,0.3,5.4
Nevada,2007,2007,Head Start,state,Nevada,age,age 3,treatment need,urgent,treatment need: urgent,3.1,0.88,5.32
Illinois,2013-2014,2014,grade 3,state,Illinois,all,total,caries,rampant,rampant caries,4.1,3.2,5.3
Illinois,2018-2019,2019,grade 3,state,Illinois,all,total,treatment need,early or urgent,treatment need: urgent,4,2.8,5.2
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,White,treatment need,early or urgent,treatment need: early or urgent,18.7,14.2,23.2
Nevada,2004,2004,Head Start,state,Nevada,race / ethnicity,White,treatment need,urgent,treatment need: urgent,3.5,1.7,5.3
Maine,2015,2015,grade K + 3,state,Maine,race / ethnicity,White,treatment need,early or urgent,treatment need: early or urgent,3.2,1.2,5.3
North Dakota,2009-2010,2010,grade 3,state,North Dakota,race / ethnicity,American Indian,treatment need,urgent,treatment need: urgent,3.1,0.8,5.3
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,no water in 7 days,treatment need,early or urgent,treatment need: early or urgent,13.1,0,26.4
Illinois,2018-2019,2019,grade 3,state,Illinois,gender,male,treatment need,early or urgent,treatment need: early or urgent,3,1.7,4.4
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,50% +,treatment need,urgent,treatment need: urgent,3.6,2,5.2
Illinois,2018-2019,2019,grade 3,state,Illinois,gender,male,caries,rampant,rampant caries,3.9,2.7,5.1
Mississippi,2015-2016,2016,grade 3,state,Mississippi,main beverage consumed during meals,"no sugar: milk, water, diet sodas",treatment need,urgent,treatment need: urgent,3.6,2.2,5.1
North Dakota,2009-2010,2010,grade 3,state,North Dakota,brushing frequency,did not brush teeth today,treatment need,urgent,treatment need: urgent,3.4,1.8,5.1
Illinois,2013-2014,2014,grade 3,state,Illinois,race / ethnicity,White,treatment need,early or urgent,treatment need: early or urgent,18.8,15.5,23.1
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,3 times per day,caries,rampant,rampant caries,3.2,1.2,5.1
Nevada,2006,2006,grade 3,state,Nevada,time since last dental visit,within last year,treatment need,urgent,treatment need: urgent,3.1,1,5.1
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,school percent participation in school lunch program,low proportion,caries,rampant,rampant caries,3,0.9,5.1
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic White,treatment need,early,treatment need: early,2,0,5.1
Florida,2013-2014,2014,grade 3,state,Florida,race / ethnicity,Non-Hispanic White,treatment need,urgent,treatment need: urgent,3.6,2.2,5
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,White,treatment need,urgent,treatment need: urgent,3.3,1.5,5.1
Connecticut,2017,2017,grade K + 3,state,Connecticut,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3,1.1,5
Washington,2015-2016,2016,grade 3,state,Washington,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3,1,5
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,< 50%,treatment need,urgent,treatment need: urgent,2.6,0.2,5
Kansas,2015-2016,2016,Head Start,state,Kansas,time since last dental visit,> 1 year or never,treatment need,urgent,treatment need: urgent,2.3,0,5
Kansas,2015-2016,2016,Head Start,state,Kansas,dental insurance,yes ,treatment need,urgent,treatment need: urgent,0.7,0,5
Illinois,2018-2019,2019,grade 3,state,Illinois,child school lunch program enrollment or eligibility,eligible,caries,rampant,rampant caries,3.7,2.5,4.9
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,50 - 74%,treatment need,urgent,treatment need: urgent,3.3,1.7,4.9
Colorado,2016-2017,2017,grade 3,state,Colorado,all,total,treatment need,urgent,treatment need: urgent,3.3,1.7,4.9
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,Native American,caries,untreated,untreated caries,2.9,0.9,4.9
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,75% +,treatment need,urgent,treatment need: urgent,2.8,0.8,4.9
New Hampshire,2008-2009,2009,grade 3,state,New Hampshire,school percent participation in school lunch program,> 50%,treatment need,urgent,treatment need: urgent,2.6,0.8,4.9
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,< 25%,treatment need,urgent,treatment need: urgent,1.8,0,4.9
Nevada,2007,2007,Head Start,state,Nevada,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3.7,2.52,4.88
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,other,caries,rampant,rampant caries,3.4,2,4.8
Illinois,2018-2019,2019,grade 3,state,Illinois,child school lunch program enrollment or eligibility,not eligible,caries,rampant,rampant caries,3.3,1.9,4.8
Colorado,2016-2017,2017,Kindergarten,state,Colorado,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,3.3,1.8,4.8
Illinois,2013-2014,2014,grade 3,state,Illinois,dental insurance,no,caries,rampant,rampant caries,2.5,1.3,4.8
Connecticut,2017,2017,grade 3,state,Connecticut,all,total,treatment need,urgent,treatment need: urgent,2.8,0.9,4.8
Colorado,2016-2017,2017,grade 3,state,Colorado,race / ethnicity,White,treatment need,urgent,treatment need: urgent,2.8,0.7,4.8
Wisconsin,2015,2015,grade 9,state,Wisconsin,gender,male,caries,rampant,rampant caries,2.7,0.6,4.8
Michigan,2017-2018,2018,Head Start,state,Michigan,race / ethnicity,other,dental sealants,present,dental sealants,2.0,0,4.8
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,< 25%,treatment need,urgent,treatment need: urgent,1.9,0,4.8
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,race / ethnicity,White non-Hispanic,caries,rampant,rampant caries,3.3,1.9,4.7
Maine,2015,2015,grade K + 3,state,Maine,gender,male,treatment need,early or urgent,treatment need: early or urgent,2.6,0.6,4.7
Vermont,2013-2014,2014,grade K + 3,state,Vermont,school percent participation in school lunch program,> 31%,treatment need,urgent,treatment need: urgent,2.3,0,4.7
