data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
10216,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,4.2,0.15,3.906,4.494
10217,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,3,0.13,2.7452,3.2548
10218,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,0.1,0.02,0.0608,0.1392
10219,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,2.4,0.09,2.2236,2.5764
10220,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,1.2,0.26,0.6904,1.7096
10221,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,1.6,0.12,1.3648,1.8352
10222,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,27.4,2.22,23.0488,31.7512
10223,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,69.6,2.48,64.7392,74.4608
10224,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,5.2,0.37,4.4748,5.9252
10225,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,percent,64.9,1.5,61.96,67.84
10226,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,percent,30.6,2.04,26.6016,34.5984
10227,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,percent,27,1.82,23.4328,30.5672
10122,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,2.3,0.06,2.1824,2.4176
10140,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,2.1,0.1,1.904,2.296
10126,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,4.6,0.12,4.3648,4.8352
10144,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,3.9,0.17,3.5668,4.2332
10282,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,mean,2.14,0.17,1.8068,2.4732
10283,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,mean,1.46,0.32,0.8328,2.0872
10284,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,mean,1.95,0.17,1.6168,2.2832
10285,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,mean,5.54,0.4,4.756,6.324
10286,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,percent,7.97,1.27,5.4808,10.4592
10287,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1988 - 1994,percent,33.15,2.12,28.9948,37.3052
10288,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,mean,2.15,0.18,1.7972,2.5028
10289,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,mean,1.46,0.28,0.9112,2.0088
10290,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,mean,1.76,0.17,1.4268,2.0932
10291,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,mean,5.34,0.44,4.4776,6.2024
10292,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,percent,8.16,1.07,6.0628,10.2572
10293,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,race and ethnicity,Mexican American,1988 - 1994,percent,33.09,1.88,29.4052,36.7748
10294,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,mean,2.18,0.17,1.8468,2.5132
10295,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,mean,1.31,0.29,0.7416,1.8784
10296,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,mean,2.02,0.13,1.7652,2.2748
10297,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,mean,5.44,0.43,4.5972,6.2828
10298,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,percent,22.57,2.34,17.9836,27.1564
10299,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,race and ethnicity,"White, non-Hispanic",1988 - 1994,percent,15.4,1.31,12.8324,17.9676
10300,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,1,0.08,0.8432,1.1568
10301,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,0.1,0.01,0.0804,0.1196
10302,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,2.2,0.05,2.102,2.298
10303,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,3.3,0.07,3.1628,3.4372
10304,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,0.5,0.05,0.402,0.598
10305,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,1,0.04,0.9216,1.0784
10306,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,3.9,0.1,3.704,4.096
10307,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,2.8,0.14,2.5256,3.0744
10308,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,0.2,0.02,0.1608,0.2392
10309,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,2.2,0.09,2.0236,2.3764
10310,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,1.2,0.22,0.7688,1.6312
10311,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,1.2,0.08,1.0432,1.3568
10312,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,32.1,1.82,28.5328,35.6672
10313,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,64,2.07,59.9428,68.0572
10314,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,mean,4.6,0.24,4.1296,5.0704
10315,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,percent,55,1.65,51.766,58.234
10316,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,percent,25.1,1.99,21.1996,29.0004
10317,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,race and ethnicity,"Black, non-Hispanic",1999 - 2004,percent,25.7,1.41,22.9364,28.4636
10318,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,1,0.07,0.8628,1.1372
10319,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,0.2,0.02,0.1608,0.2392
10320,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,2.4,0.05,2.302,2.498
10321,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,3.5,0.08,3.3432,3.6568
10322,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,0.5,0.05,0.402,0.598
10323,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,1.1,0.04,1.0216,1.1784
10324,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,4.3,0.13,4.0452,4.5548
10325,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,3.2,0.15,2.906,3.494
10326,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,0.1,0.01,0.0804,0.1196
10327,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,2.3,0.07,2.1628,2.4372
10328,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,1.2,0.17,0.8668,1.5332
10329,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,1.5,0.09,1.3236,1.6764
10330,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,30.2,2.06,26.1624,34.2376
10331,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,race and ethnicity,Mexican American,1999 - 2004,mean,67.3,2.06,63.2624,71.3376
