"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
11949,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",9.7416,4747
11949,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",11.8584,95252
11950,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",15.0004,4749
11950,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",16.9996,95250
11951,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","lower_CI",83.8468,4751
11951,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","upper_CI",92.3532,95248
11952,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","lower_CI",26.8672,4753
11952,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","upper_CI",39.3328,95246
11953,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",70.804,4755
11953,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",80.996,95244
11954,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",19.004,4757
11954,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",29.196,95242
11955,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","lower_CI",28.2396,4759
11955,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","upper_CI",39.9604,95240
11956,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",11.0884,4761
11956,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",11.9116,95238
11957,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",0.1412,4763
11957,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",0.2588,95236
11958,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",16.4276,4765
11958,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",17.1724,95234
11959,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",10.8884,4767
11959,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",11.7116,95232
11960,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",4.8884,4769
11960,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",5.7116,95230
11961,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",21.7688,4771
11961,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",22.6312,95228
11962,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","percent","lower_CI",97.3572,4773
11962,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","percent","upper_CI",99.0428,95226
11963,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",96.5336,4775
11963,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",97.8664,95224
12038,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",4.5708,4777
12038,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",5.6292,95222
12039,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",0.5432,4779
12039,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",0.8568,95220
12040,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",15.416,4781
12040,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",16.984,95218
12041,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",3.8316,4783
12041,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",4.9684,95216
12042,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",10.3572,4785
12042,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",12.0428,95214
12043,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",74.5116,4787
12043,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",83.4884,95212
12044,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",16.492,4789
12044,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",25.508,95210
12045,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","lower_CI",26.6036,4791
12045,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","upper_CI",34.7964,95208
12046,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",15.0984,4793
12046,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",16.9016,95206
12047,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","lower_CI",81.9172,4795
12047,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","upper_CI",89.4828,95204
